Author_ID,Affiliation
66925799.0,DeepMind
2069468721.0,Google Research
31051246.0,"University of California, Berkeley"
2284527869.0,NVIDIA Research
31717083.0,IBM Research
22471662.0,University of Cambridge
118576023.0,OpenAI
6383773.0,IBM Research
2085549408.0,Adobe Research
2165796912.0,University of Cambridge
2284237316.0,Adobe Research
2338003496.0,NVIDIA Research
38787372.0,MIT
2058044165.0,Harvard University
40660777.0,Adobe Research
1519028170.0,IBM Research
2233494639.0,Microsoft Research
2075217459.0,NVIDIA Research
2233502815.0,IBM Research
2233500882.0,MIT
2233500875.0,Meta AI
2170117136.0,IBM Research
2233501784.0,Intel Labs
122495956.0,IBM Research
24194181.0,Universitat Politecnica de Catalunya
144979147.0,Google Research
143995169.0,Universitat Politecnica de Catalunya
3433997.0,IBM Research
3259574.0,DeepMind
2149023425.0,University of Cambridge
2894523.0,IBM Research
1757723.0,OpenAI
3013763.0,Universitat Politecnica de Catalunya
2278947667.0,Adobe Research
2225866556.0,NVIDIA Research
2278943393.0,Harvard University
2278942280.0,Stanford University
2278953381.0,MIT
2269072872.0,Intel Labs
5949283.0,ETH Zurich
50186106.0,Meta AI
2334988670.0,Intel Labs
2335104738.0,University of Toronto
2037169343.0,University of Toronto
2334915568.0,NVIDIA Research
2334994128.0,Meta AI
2334995512.0,Meta AI
1829777.0,Meta AI
31782512.0,Harvard University
40442909.0,Adobe Research
2335088745.0,NVIDIA Research
2348080160.0,DeepMind
2335146575.0,Google Research
2349229052.0,AWS
2348215666.0,University of Cambridge
2348012936.0,IBM Research
15076005.0,University of Cambridge
5351447.0,"University of California, Berkeley"
147625398.0,Microsoft Research
2342220021.0,ETH Zurich
5479315.0,MIT
6852018.0,ETH Zurich
46710243.0,AWS
4319936.0,OpenAI
6355099.0,DeepMind
146150577.0,ETH Zurich
4938703.0,NVIDIA Research
46331271.0,University of Cambridge
34996349.0,Adobe Research
67021408.0,Meta AI
145838284.0,DeepMind
40024627.0,Universitat Politecnica de Catalunya
2333739705.0,DeepMind
2333741325.0,Intel Labs
5962535.0,AWS
147414513.0,OpenAI
2308773186.0,OpenAI
2290936508.0,Meta AI
2290863914.0,Universitat Politecnica de Catalunya
2290849926.0,Intel Labs
2291410971.0,Stanford University
2056721044.0,Intel Labs
46380550.0,Microsoft Research
2157325472.0,Google Research
8550973.0,ETH Zurich
40245505.0,Adobe Research
2159008991.0,IBM Research
2159011732.0,NVIDIA Research
1936237.0,Adobe Research
2298076784.0,MIT
1904651437.0,"University of California, Berkeley"
14261718.0,Harvard University
2284586591.0,Universitat Politecnica de Catalunya
2298188269.0,OpenAI
2298187711.0,University of Cambridge
2276418397.0,Meta AI
2152950465.0,University of Cambridge
2143164142.0,IBM Research
2162152527.0,OpenAI
2151682065.0,Google Research
2279990447.0,ETH Zurich
2279991537.0,University of Cambridge
2279990390.0,ETH Zurich
32034584.0,ETH Zurich
48009587.0,Microsoft Research
2146419472.0,Meta AI
3127521.0,University of Cambridge
2222176832.0,Google Research
2240045681.0,Meta AI
2240048305.0,OpenAI
2222176836.0,Stanford University
2318742911.0,ETH Zurich
2324606564.0,"University of California, Berkeley"
2302582592.0,"University of California, Berkeley"
2324365543.0,Meta AI
9970626.0,Harvard University
2163285251.0,Microsoft Research
2163292705.0,Harvard University
2065465713.0,Intel Labs
2055356924.0,OpenAI
145298798.0,AWS
30772377.0,Google Research
21058844.0,ETH Zurich
13288046.0,Stanford University
2116047177.0,IBM Research
1970873187.0,Intel Labs
107675320.0,IBM Research
9662996.0,Harvard University
2204340369.0,AWS
1873244.0,University of Cambridge
3401692.0,Google Research
143627888.0,"University of California, Berkeley"
1392623159.0,Harvard University
1691577.0,NVIDIA Research
2334520014.0,AWS
2335150806.0,Microsoft Research
2334500925.0,"University of California, Berkeley"
2191158069.0,DeepMind
6641675.0,Harvard University
2162331407.0,Google Research
47036346.0,Microsoft Research
104322455.0,AWS
2000725526.0,Adobe Research
2165605386.0,Google Research
17207036.0,Universitat Politecnica de Catalunya
6622202.0,Universitat Politecnica de Catalunya
2152469879.0,Adobe Research
2265207018.0,Universitat Politecnica de Catalunya
2208477977.0,Microsoft Research
1704423.0,NVIDIA Research
1679888.0,Stanford University
1700821.0,OpenAI
1725650.0,Microsoft Research
66163686.0,OpenAI
2055509.0,Adobe Research
113269027.0,"University of California, Berkeley"
46174709.0,Universitat Politecnica de Catalunya
10777819.0,MIT
3249727.0,MIT
32240593.0,"University of California, Berkeley"
2149869703.0,Microsoft Research
2144134706.0,Intel Labs
2118095747.0,Universitat Politecnica de Catalunya
2146309367.0,Google Research
34665814.0,University of Toronto
2798354.0,Adobe Research
2279381005.0,Google Research
2260526599.0,NVIDIA Research
2260528322.0,DeepMind
2278545107.0,"University of California, Berkeley"
2279380387.0,NVIDIA Research
2004489925.0,OpenAI
2248086878.0,ETH Zurich
2339620028.0,University of Toronto
2256195344.0,University of Cambridge
2328457063.0,AWS
2181382810.0,Meta AI
2328271931.0,Meta AI
2295873742.0,Meta AI
2328099286.0,University of Cambridge
2328219368.0,MIT
2328800883.0,NVIDIA Research
2329139801.0,"University of California, Berkeley"
2319523838.0,Meta AI
2267774398.0,AWS
2195639928.0,DeepMind
48359293.0,Adobe Research
1397904342.0,OpenAI
2184504234.0,ETH Zurich
1972387119.0,Meta AI
2067749358.0,Microsoft Research
2068981183.0,MIT
144625909.0,Meta AI
10720539.0,IBM Research
144188078.0,Harvard University
51894811.0,Universitat Politecnica de Catalunya
49238811.0,DeepMind
2647304.0,Stanford University
2455282.0,IBM Research
30494387.0,Stanford University
1795113375.0,NVIDIA Research
2591635.0,University of Toronto
3472832.0,Intel Labs
1722055.0,OpenAI
2306835593.0,IBM Research
2306419527.0,University of Toronto
2308421792.0,OpenAI
2306454190.0,University of Cambridge
3245425.0,Harvard University
2291469438.0,AWS
2291435788.0,AWS
2291342962.0,Adobe Research
2267291897.0,Google Research
2291469077.0,Stanford University
2238389108.0,AWS
2064260103.0,"University of California, Berkeley"
2339595595.0,DeepMind
2339596212.0,ETH Zurich
2339595115.0,Intel Labs
2339595588.0,NVIDIA Research
2339593874.0,IBM Research
2053979963.0,Meta AI
39102196.0,IBM Research
72952067.0,University of Cambridge
35443960.0,University of Toronto
3064914.0,Universitat Politecnica de Catalunya
3174588.0,IBM Research
2091797683.0,Meta AI
2035836315.0,MIT
73759107.0,OpenAI
2079440273.0,Intel Labs
1700271820.0,Meta AI
8005747.0,NVIDIA Research
2876416.0,NVIDIA Research
1414119219.0,DeepMind
2660554.0,MIT
6470232.0,Adobe Research
153483182.0,ETH Zurich
2534407.0,IBM Research
3214043.0,Google Research
5672681.0,NVIDIA Research
29800064.0,Google Research
6185326.0,Microsoft Research
2113833460.0,AWS
108696091.0,ETH Zurich
72068822.0,AWS
2077503209.0,MIT
2677079.0,Google Research
144217742.0,OpenAI
3570701.0,DeepMind
49514462.0,"University of California, Berkeley"
1948252942.0,Google Research
7774574.0,IBM Research
94186560.0,Universitat Politecnica de Catalunya
3502018.0,NVIDIA Research
4417093.0,Google Research
2144283823.0,MIT
3815286.0,AWS
145133117.0,Google Research
2292630556.0,IBM Research
2300235810.0,Adobe Research
2693824.0,University of Toronto
2265326503.0,University of Cambridge
2292512207.0,Google Research
2215690516.0,University of Toronto
3030273.0,OpenAI
2162446116.0,Intel Labs
2262901.0,Google Research
2068016.0,ETH Zurich
2820701.0,AWS
1490934493.0,NVIDIA Research
1756949.0,MIT
2275569867.0,Universitat Politecnica de Catalunya
2300545851.0,Universitat Politecnica de Catalunya
2199526835.0,AWS
2321189873.0,NVIDIA Research
2220447371.0,Harvard University
2321489136.0,IBM Research
2282140745.0,University of Toronto
46638878.0,Meta AI
22238502.0,Stanford University
143677795.0,Meta AI
2758494.0,University of Toronto
5720320.0,NVIDIA Research
151177228.0,University of Cambridge
101207276.0,AWS
150924838.0,"University of California, Berkeley"
3182510.0,Adobe Research
2180870323.0,ETH Zurich
121844189.0,Harvard University
39189434.0,Adobe Research
2221574965.0,"University of California, Berkeley"
2085650631.0,DeepMind
50428033.0,"University of California, Berkeley"
2254452677.0,Universitat Politecnica de Catalunya
2254385095.0,Harvard University
2989395.0,Harvard University
144840972.0,NVIDIA Research
2335888725.0,Stanford University
2335894166.0,DeepMind
2335888972.0,University of Toronto
2335889108.0,Stanford University
2335894787.0,DeepMind
2335886011.0,Stanford University
2335894174.0,Microsoft Research
2335894151.0,DeepMind
2335889430.0,"University of California, Berkeley"
2335888979.0,Adobe Research
2335894235.0,University of Cambridge
2740374.0,DeepMind
2298571937.0,Meta AI
2298509247.0,ETH Zurich
2298574945.0,Microsoft Research
2298568562.0,Harvard University
2075291155.0,"University of California, Berkeley"
66904290.0,Google Research
3468133.0,University of Toronto
2117852671.0,ETH Zurich
3369856.0,Adobe Research
40390132.0,NVIDIA Research
1729979.0,Universitat Politecnica de Catalunya
1706937.0,Adobe Research
2064947354.0,Universitat Politecnica de Catalunya
121310683.0,"University of California, Berkeley"
153030296.0,University of Cambridge
1728262.0,Adobe Research
2341041934.0,Google Research
2196653485.0,IBM Research
144327272.0,Google Research
2196176908.0,ETH Zurich
2142863012.0,DeepMind
144674044.0,IBM Research
1754561.0,Stanford University
1777631.0,ETH Zurich
2670766.0,IBM Research
2225845486.0,Google Research
51887595.0,Harvard University
9192419.0,NVIDIA Research
46610789.0,OpenAI
116853525.0,Microsoft Research
50378805.0,Universitat Politecnica de Catalunya
1380210582.0,AWS
2224850812.0,AWS
2266393147.0,MIT
2158038131.0,NVIDIA Research
2224871422.0,Microsoft Research
46690737.0,Harvard University
2041846875.0,Microsoft Research
2023972375.0,Adobe Research
1874254.0,ETH Zurich
2043635667.0,"University of California, Berkeley"
2242976074.0,Adobe Research
2348268488.0,MIT
2307477.0,Intel Labs
2980674.0,Universitat Politecnica de Catalunya
46241283.0,University of Cambridge
2109674117.0,Google Research
2130037688.0,University of Cambridge
121611245.0,Harvard University
5134422.0,Google Research
2313842894.0,Intel Labs
2949264.0,MIT
1404210932.0,Intel Labs
2219927065.0,AWS
144282055.0,Harvard University
2313088399.0,Stanford University
2247345700.0,Adobe Research
2313596772.0,Microsoft Research
8367866.0,University of Toronto
2251274862.0,Meta AI
2237994560.0,Microsoft Research
2307745696.0,Harvard University
2337380916.0,AWS
2114558833.0,OpenAI
70531964.0,NVIDIA Research
2271867310.0,University of Cambridge
9081907.0,Google Research
3287693.0,Harvard University
3132058.0,OpenAI
40118887.0,Adobe Research
40460371.0,University of Toronto
2213873418.0,Meta AI
2281454.0,Meta AI
2088138377.0,Adobe Research
39740778.0,University of Cambridge
2200547919.0,OpenAI
73529923.0,University of Toronto
2181472973.0,University of Toronto
2289926574.0,Meta AI
2266529178.0,Intel Labs
2266577868.0,University of Cambridge
2294545179.0,AWS
3407759.0,Adobe Research
2159004238.0,NVIDIA Research
2304845298.0,Harvard University
2304793932.0,NVIDIA Research
2304795675.0,AWS
2304795278.0,Stanford University
2304793998.0,Universitat Politecnica de Catalunya
2304794424.0,Intel Labs
2304799472.0,AWS
2312864048.0,MIT
2272424983.0,University of Cambridge
2170670021.0,Google Research
2295156156.0,Meta AI
2271124396.0,Microsoft Research
2271748002.0,AWS
2270428859.0,"University of California, Berkeley"
2312875339.0,DeepMind
2312902269.0,Stanford University
2313030846.0,"University of California, Berkeley"
2312866805.0,Meta AI
2270702453.0,Intel Labs
2150033004.0,Harvard University
145941068.0,University of Cambridge
2526983.0,ETH Zurich
152768617.0,Universitat Politecnica de Catalunya
144826602.0,AWS
2328412.0,"University of California, Berkeley"
49504506.0,Google Research
2110199755.0,Universitat Politecnica de Catalunya
2394641.0,ETH Zurich
9211742.0,University of Cambridge
39473012.0,IBM Research
15385671.0,OpenAI
50364784.0,Universitat Politecnica de Catalunya
49317795.0,NVIDIA Research
2051287091.0,Microsoft Research
2280516752.0,Adobe Research
98450833.0,Universitat Politecnica de Catalunya
30681780.0,IBM Research
2012774630.0,Stanford University
145637096.0,University of Toronto
2109350939.0,Meta AI
1504481712.0,Universitat Politecnica de Catalunya
2346125337.0,Microsoft Research
2346128686.0,NVIDIA Research
2346461575.0,Stanford University
2346125827.0,NVIDIA Research
2346815327.0,MIT
2346125178.0,NVIDIA Research
48512538.0,Intel Labs
2283233014.0,Meta AI
2283235007.0,NVIDIA Research
2283231256.0,Intel Labs
3157188.0,Intel Labs
97913682.0,"University of California, Berkeley"
2781033.0,IBM Research
28974080.0,AWS
1703218.0,OpenAI
26973516.0,Google Research
2116602.0,DeepMind
2097672910.0,AWS
145746490.0,MIT
2153683263.0,University of Toronto
7324583.0,Stanford University
145793370.0,Adobe Research
2065209361.0,IBM Research
2233545527.0,University of Cambridge
2233751499.0,MIT
123539048.0,AWS
2230000137.0,Intel Labs
2230012656.0,MIT
2109795450.0,ETH Zurich
16253773.0,IBM Research
2147518.0,Stanford University
95613409.0,OpenAI
152907820.0,Adobe Research
2435667.0,MIT
6232252.0,Microsoft Research
2385206.0,IBM Research
145848913.0,Microsoft Research
2213599403.0,Universitat Politecnica de Catalunya
1919023346.0,Intel Labs
3387799.0,Stanford University
2292331557.0,Intel Labs
2261547695.0,Harvard University
2292331333.0,MIT
2292331237.0,University of Toronto
2089567022.0,Stanford University
2292332132.0,AWS
3384718.0,ETH Zurich
2209041790.0,Microsoft Research
2209387409.0,Intel Labs
7877211.0,NVIDIA Research
2140282634.0,University of Toronto
49781537.0,AWS
1431743814.0,DeepMind
4545096.0,Stanford University
116720357.0,University of Cambridge
104307739.0,Intel Labs
108240685.0,OpenAI
35917656.0,OpenAI
1689298.0,Meta AI
12686038.0,MIT
