DOI,Field_ID
10.1016/j.istruc.2020.09.039,3
10.1016/j.istruc.2020.09.039,2
10.3390/civileng1020005,14
10.3390/civileng1020005,3
10.1007/S00158-018-2027-Y,3
10.1007/S00158-018-2027-Y,2
10.1007/s00158-018-2027-y,3
10.1007/978-3-319-78175-4_91,6
10.1007/978-3-319-78175-4_91,3
10.14429/DSJ.68.11682,6
10.14429/DSJ.68.11682,3
10.1007/s00158-017-1835-9,2
10.1007/s00158-017-1835-9,3
10.1007/978-1-4419-9863-7_612,1
10.1007/978-1-4419-9863-7_612,2
10.1038/s41380-019-0518-x,5
10.1038/s41380-019-0518-x,9
10.1101/209171,5
10.1101/209171,2
10.1101/209171,9
10.1101/208447,5
10.1101/208447,9
10.1038/nature24277,5
10.1038/nature24277,9
10.1016/j.gpb.2016.12.005,5
10.1016/j.gpb.2016.12.005,2
10.1016/j.gpb.2016.12.005,9
10.1534/g3.117.043752,9
10.1534/g3.117.043752,2
10.1534/g3.117.043752,5
10.1016/j.ajhg.2016.07.022,5
10.1016/j.ajhg.2016.07.022,9
10.3126/sijssr.v5i1.65413,8
10.30630/joiv.7.3-2.2342,2
10.30630/joiv.7.3-2.2342,16
10.30630/joiv.7.3-2.2342,8
10.56919/usci.2123_001,8
10.56919/usci.2123_001,2
10.1007/s10639-022-11152-y,8
10.1007/s10639-022-11152-y,2
10.1109/ICSEC53205.2021.9684662,12
10.1109/ICSEC53205.2021.9684662,16
10.1109/ICSEC53205.2021.9684662,2
10.1016/j.cmpb.2021.106504,5
10.1016/j.cmpb.2021.106504,2
10.1371/journal.pone.0249423,8
10.1371/journal.pone.0249423,2
10.1371/journal.pone.0249423,5
10.1073/pnas.2018863118,5
10.1073/pnas.2018863118,1
10.1073/pnas.2018863118,2
10.1016/J.ONEEAR.2021.01.015,12
10.1016/J.ONEEAR.2021.01.015,1
10.1073/pnas.2016238117,1
10.1073/pnas.2016238117,18
10.1073/pnas.2016238117,5
10.3390/su12239834,1
10.3390/su12239834,3
10.1007/s40152-020-00199-7,1
10.1007/s40152-020-00199-7,10
10.1007/s40152-020-00199-7,19
10.3390/ijgi9090544,1
10.3390/ijgi9090544,3
10.3390/ijgi9090544,2
10.3390/ijgi9090522,1
10.3390/ijgi9090522,19
10.3390/ijgi9090522,2
10.1109/TCYB.2014.2298235,5
10.1109/TCYB.2014.2298235,2
10.1109/TNNLS.2012.2202289,5
10.1109/TNNLS.2012.2202289,2
10.1007/s00038-011-0315-z,2
10.1007/s00038-011-0315-z,5
10.30000/IJFS.201112.0006,5
10.30000/IJFS.201112.0006,2
10.1016/j.ins.2011.07.024,11
10.1016/j.ins.2011.07.024,2
10.1016/j.tcs.2011.05.040,11
10.1016/j.tcs.2011.05.040,2
10.1016/j.knosys.2011.02.014,5
10.1016/j.knosys.2011.02.014,2
10.1007/s13042-011-0019-y,2
10.1016/j.ces.2023.118917,1
10.1016/j.ces.2023.118917,7
10.1016/j.ces.2023.118917,3
10.1016/j.jtice.2023.104732,3
10.1016/j.jtice.2023.104732,6
10.1016/j.jtice.2023.104732,5
10.3390/pr11020496,1
10.3390/pr11020496,6
10.3390/pr11020496,7
10.3390/pr11020496,3
10.3390/polym15010241,1
10.3390/polym15010241,6
10.3390/polym15010241,5
10.1016/j.jhazmat.2022.130600,1
10.1016/j.jhazmat.2022.130600,7
10.1016/j.jhazmat.2022.130600,5
10.1186/s44147-022-00164-7,1
10.1186/s44147-022-00164-7,7
10.1186/s44147-022-00164-7,3
10.3390/thermo2040029,7
10.1016/j.clce.2022.100084,1
10.1016/j.clce.2022.100084,3
10.1016/j.tca.2022.179384,6
10.1016/j.tca.2022.179384,7
10.48550/arXiv.2406.01124,5
10.48550/arXiv.2406.01124,2
10.48550/arXiv.2405.20971,20
10.48550/arXiv.2405.20971,2
10.48550/arXiv.2405.06624,2
10.48550/arXiv.2404.17546,11
10.48550/arXiv.2404.17546,2
10.48550/arXiv.2403.07041,11
10.48550/arXiv.2403.07041,2
10.48550/arXiv.2312.02179,2
10.48550/arXiv.2310.09144,2
10.1186/s43020-024-00136-7,2
10.1186/s43020-024-00136-7,3
10.1029/2020SW002639,1
10.1029/2020SW002639,3
10.1029/2020SW002639,13
10.1029/2020SW002639,2
10.1002/2017JA024805,1
10.1002/2017JA024805,13
10.1002/2017JA024805,14
10.1002/2016JA023171,1
10.1002/2016JA023171,13
10.1002/2016JA023171,14
10.1145/2939672.2939785,11
10.1145/2939672.2939785,2
10.1016/J.EARSCIREV.2015.05.003,1
10.1016/J.EARSCIREV.2015.05.003,13
10.1016/J.EARSCIREV.2015.05.003,14
10.5194/ANGEO-33-531-2015,1
10.5194/ANGEO-33-531-2015,14
10.5194/ANGEO-33-531-2015,19
10.1109/IEEM58616.2023.10406558,1
10.1109/IEEM58616.2023.10406558,3
10.1109/IEEM58616.2023.10406558,2
10.1109/i-PACT58649.2023.10434455,1
10.1109/i-PACT58649.2023.10434455,2
10.1109/i-PACT58649.2023.10434455,3
10.1109/EEE-AM58328.2023.10395316,1
10.1109/EEE-AM58328.2023.10395316,3
10.1109/ICAI58806.2023.10339079,3
10.1016/j.rineng.2023.101283,2
10.1016/j.rineng.2023.101283,3
10.1016/j.dajour.2023.100255,2
10.1016/j.dajour.2023.100255,6
10.1016/j.dajour.2023.100255,3
10.3390/app13106016,1
10.3390/app13106016,16
10.3390/app13106016,3
10.1109/NPSC57038.2022.10069293,1
10.1109/NPSC57038.2022.10069293,3
10.1109/EFEA56675.2022.10063838,1
10.1109/EFEA56675.2022.10063838,3
10.1109/TIM.2009.2030927,6
10.1109/TIM.2009.2030927,11
10.1109/TIM.2009.2030927,7
10.1109/TIM.2009.2030927,2
10.1145/1656274.1656278,2
10.1109/ESEM.2009.5315991,2
10.1109/ICEMI.2009.5274187,3
10.1109/ICEMI.2009.5274187,2
10.1109/TIM.2009.2017148,3
10.1109/TIM.2009.2017148,2
10.1007/S10291-008-0111-2,2
10.1007/S10291-008-0111-2,11
10.1007/S10291-008-0111-2,3
10.1016/j.engappai.2008.02.001,3
10.1016/j.engappai.2008.02.001,2
10.1109/CIMSA.2008.4595822,3
10.1109/CIMSA.2008.4595822,2
10.1109/SmartNets61466.2024.10577725,5
10.1109/SmartNets61466.2024.10577725,2
10.1177/1063293X211026620,5
10.1177/1063293X211026620,2
10.1186/s43057-021-00053-4,2
10.1186/s43057-021-00053-4,5
10.1002/9781119769231.CH6,9
10.1002/9781119769231.CH6,1
10.1002/9781119769231.CH6,2
10.3390/diagnostics10050329,5
10.3390/diagnostics10050329,2
10.1016/j.dsx.2020.04.012,2
10.1016/j.dsx.2020.04.012,5
10.1007/s42979-020-00365-y,2
10.1007/s42979-020-00365-y,5
10.22214/ijraset.2019.12075,5
10.22214/ijraset.2019.12075,2
10.1186/s40537-019-0244-x,5
10.1186/s40537-019-0244-x,2
10.3389/fninf.2017.00061,5
10.3389/fninf.2017.00061,11
10.3389/fninf.2017.00061,2
10.1038/srep39880,2
10.1038/srep39880,5
10.1080/08839514.2016.1193716,5
10.1080/08839514.2016.1193716,2
10.3389/fncom.2015.00066,5
10.3389/fncom.2015.00066,2
10.1016/j.neuroimage.2015.02.037,4
10.1016/j.neuroimage.2015.02.037,2
10.1016/j.neuroimage.2015.02.037,5
10.1016/j.neuroimage.2014.06.077,2
10.1016/j.neuroimage.2014.06.077,5
10.1007/978-3-319-11812-3_31,5
10.1007/978-3-319-11812-3_31,2
10.1007/978-3-030-85540-6_2,5
10.1007/978-3-030-85540-6_2,4
10.1007/978-3-030-85540-6_2,2
10.3390/sym12121986,3
10.3390/sym12121986,2
10.3390/electronics9061001,2
10.3390/app10113740,20
10.3390/app10113740,2
10.1109/TNNLS.2023.3280963,2
10.1109/TNNLS.2023.3280963,3
10.1109/TNNLS.2023.3280963,6
10.1109/TNNLS.2023.3280963,5
10.1109/TBDATA.2022.3232761,2
10.1016/j.eswa.2023.120616,1
10.1016/j.eswa.2023.120616,3
10.1016/j.eswa.2023.120616,2
10.1016/j.eswa.2023.120455,2
10.1016/j.patcog.2023.109479,3
10.1016/j.patcog.2023.109479,2
10.1016/j.patcog.2023.109449,2
10.3390/s23010272,5
10.3390/s23010272,3
10.3390/s23010272,2
10.1007/s10064-022-02970-y,1
10.1007/s10064-022-02970-y,3
10.1155/2022/8743694,2
10.1155/2022/8743694,3
10.1155/2022/8743694,8
10.1109/ICCCNT56998.2023.10306417,3
10.1109/ICCCNT56998.2023.10306417,2
10.1109/CVPR.2017.82,11
10.1109/CVPR.2017.82,2
10.1109/ICCV.2017.478,2
10.1145/2926713,2
10.1007/978-3-319-46475-6_20,2
10.1109/TMC.2019.2960778,3
10.1109/TMC.2019.2960778,2
10.1109/DSC49826.2021.9346271,3
10.1109/DSC49826.2021.9346271,2
10.1109/INFOCOM.2019.8737591,2
10.1007/s10207-019-00449-8,2
10.1109/TMC.2018.2794984,2
10.1007/978-3-319-41483-6_1,2
10.1371/journal.pone.0144610,2
10.1371/journal.pone.0144610,13
10.1371/journal.pone.0144610,5
10.1145/2714576.2714629,2
10.3334/ORNLDAAC/1574,1
10.3334/ORNLDAAC/1574,3
10.1109/IPSN.2014.6846738,1
10.1109/IPSN.2014.6846738,3
10.1109/IPSN.2014.6846738,2
10.4135/9781452218564.n492,1
10.18653/V1/E17-3017,20
10.18653/V1/E17-3017,2
10.1073/pnas.1611835114,5
10.1073/pnas.1611835114,11
10.1073/pnas.1611835114,2
10.18653/v1/W16-2301,20
10.18653/v1/W16-2301,2
10.18653/v1/P16-1009,20
10.18653/v1/P16-1009,2
10.18653/v1/D15-1123,20
10.18653/v1/D15-1123,2
10.18653/v1/P16-1162,2
10.32996/jbms.2025.7.1.15,1
10.32996/jbms.2025.7.1.15,2
10.32996/jbms.2025.7.1.15,3
10.62754/joe.v4i1.6087,1
10.62754/joe.v4i1.6087,2
10.62754/joe.v4i1.6087,3
10.32996/jeas.2024.5.3.5,1
10.32996/jeas.2024.5.3.5,16
10.37547/tajet/volume06issue12-11,1
10.37547/tajet/volume06issue12-11,16
10.37547/tajet/volume06issue12-11,2
10.32996/jeas.2024.5.3.3,1
10.32996/jeas.2024.5.3.3,2
10.1007/s12667-024-00704-5,1
10.1007/s12667-024-00704-5,3
10.1007/s10668-024-05578-2,1
10.1007/s10668-024-05578-2,8
10.3390/atmos15101250,1
10.3390/atmos15101250,2
10.3390/atmos15101250,3
10.32996/jefas.2024.6.5.13,1
10.32996/jefas.2024.6.5.13,16
10.32996/jefas.2024.6.5.13,2
10.1002/mrm.29815,3
10.1002/mrm.29815,5
10.1002/mrm.29826,2
10.1002/mrm.29826,3
10.1002/mrm.29826,5
10.3390/en16052343,13
10.3390/en16052343,2
10.1088/1361-6560/aca512,3
10.1088/1361-6560/aca512,13
10.1088/1361-6560/aca512,5
10.1109/TBME.2022.3207057,2
10.1109/TBME.2022.3207057,3
10.1109/TBME.2022.3207057,5
10.1007/s00366-022-01667-w,5
10.1007/s00366-022-01667-w,3
10.1007/s00366-022-01667-w,2
10.1109/CVPR52688.2022.01823,5
10.1109/CVPR52688.2022.01823,2
10.1016/j.mri.2021.10.039,5
10.1371/journal.pcbi.1009481,5
10.1371/journal.pcbi.1009481,2
10.1038/s41597-022-01615-9,2
10.1038/s41597-022-01615-9,5
10.1016/j.csbj.2021.08.023,2
10.1016/j.csbj.2021.08.023,7
10.1016/j.csbj.2021.08.023,5
10.3390/vaccines9060556,2
10.3390/vaccines9060556,5
10.1186/s12944-021-01439-3,1
10.1186/s12944-021-01439-3,5
10.1038/s41366-021-00766-w,9
10.1038/s41366-021-00766-w,5
10.1111/ijcp.14036,5
10.1155/2021/6679512,2
10.1155/2021/6679512,5
10.1016/j.csbj.2020.12.012,2
10.1016/j.csbj.2020.12.012,5
10.1186/s13643-021-01626-4,4
10.1186/s13643-021-01626-4,5
10.1007/s00500-020-05297-6,2
10.1111/aos.12650,5
10.1038/eye.2012.292,5
10.1167/iovs.12-9576,5
10.1167/iovs.12-9576,2
10.1016/j.ajo.2012.03.012,13
10.1016/j.ajo.2012.03.012,5
10.1167/iovs.11-7640,5
10.1167/iovs.10-6793,9
10.1167/iovs.10-6793,5
10.1016/j.ophtha.2011.04.029,1
10.1016/j.ophtha.2011.04.029,5
10.1167/iovs.10-7075,5
10.1167/iovs.10-6827,9
10.1167/iovs.10-6827,5
10.1515/pralin-2016-0014,2
10.3115/v1/W14-3348,20
10.3115/v1/W14-3348,2
10.2478/v10108-012-0012-y,2
10.1109/IWSSIP58668.2023.10180259,20
10.1109/IWSSIP58668.2023.10180259,2
10.3390/math11020372,2
10.23919/eusipco55093.2022.9909893,5
10.23919/eusipco55093.2022.9909893,2
10.23919/eusipco55093.2022.9909531,2
10.3390/app12073411,2
10.3390/e24030414,5
10.3390/e24030414,2
10.3897/jucs.2020.023,2
10.1109/TELFOR48224.2019.8971335,20
10.1109/TELFOR48224.2019.8971335,2
10.1155/2019/4368036,5
10.1155/2019/4368036,20
10.1155/2019/4368036,2
10.1007/s12517-016-2600-x,1
10.1007/s12517-016-2600-x,14
10.1007/s12517-016-2600-x,3
10.1007/s12517-016-2374-1,1
10.1007/s12517-016-2374-1,3
10.1007/s12517-016-2374-1,2
10.1109/JSTARS.2015.2495142,1
10.1109/JSTARS.2015.2495142,19
10.1109/JSTARS.2015.2495142,3
10.1109/JSTARS.2015.2495142,2
10.1155/2015/876714,3
10.1155/2015/876714,6
10.1155/2015/876714,2
10.1155/2015/538063,1
10.1155/2015/538063,3
10.1155/2015/538063,2
10.1109/JSTARS.2015.2443552,1
10.1109/JSTARS.2015.2443552,3
10.1109/JSTARS.2015.2443552,2
10.1016/J.EJRS.2014.12.003,1
10.1016/J.EJRS.2014.12.003,3
10.1016/J.EJRS.2014.12.003,19
10.1007/s12517-014-1492-x,1
10.1007/s12517-014-1492-x,3
10.1007/s12517-014-1492-x,2
10.1016/j.jag.2014.06.016,1
10.1016/j.jag.2014.06.016,19
10.1016/j.jag.2014.06.016,3
10.1016/j.jag.2014.06.016,2
10.14500/aro.11080,2
10.14500/aro.11080,15
10.1109/TCCN.2022.3186331,3
10.1109/TCCN.2022.3186331,2
10.1155/2019/1283472,2
10.1109/PICICT.2017.26,3
10.1109/PICICT.2017.26,2
10.1109/ACCESS.2024.3376670,1
10.1109/ACCESS.2024.3376670,3
10.1109/ACCESS.2024.3376670,2
10.1109/ACCESS.2023.3273160,1
10.1109/ACCESS.2023.3273160,3
10.1109/ACCESS.2023.3273160,2
10.1109/ACCESS.2023.3251649,3
10.1109/ACCESS.2023.3251649,2
10.1109/ACCESS.2023.3241881,1
10.1109/ACCESS.2023.3241881,3
10.1109/ACCESS.2023.3241881,2
10.1007/978-1-4471-0285-4,11
10.1007/978-1-4471-0285-4,2
10.1002/0470013192.BSA297,3
10.1002/0470013192.BSA297,11
10.1002/0470013192.BSA297,2
10.1109/IJCNN.1992.287101,2
10.1016/j.future.2020.05.007,5
10.1016/j.future.2020.05.007,2
10.1007/978-1-4842-5104-1_9,3
10.1007/978-1-4842-5104-1_9,2
10.1109/ICSE-SEIP.2019.00042,2
10.1109/ICOEI.2017.8300883,2
10.1007/s10664-015-9364-x,2
10.1016/j.neucom.2010.05.022,11
10.1016/j.neucom.2010.05.022,2
10.1111/J.1751-5823.2009.00095_18.X,11
10.1111/J.1751-5823.2009.00095_18.X,2
10.1007/s11432-009-0172-z,3
10.1007/s11432-009-0172-z,11
10.1007/s11432-009-0172-z,2
10.1109/TNN.2009.2024147,5
10.1109/TNN.2009.2024147,2
10.1016/j.neucom.2008.01.005,2
10.1016/J.NEUCOM.2007.10.008,11
10.1016/J.NEUCOM.2007.10.008,2
10.1080/00207720802083018,3
10.1080/00207720802083018,11
10.1080/00207720802083018,2
10.1007/978-3-540-87536-9_16,11
10.1007/978-3-540-87536-9_16,2
10.1016/J.NEUCOM.2007.02.009,11
10.1016/J.NEUCOM.2007.02.009,2
10.30534/ijeter/2019/027122019,2
10.30534/ijeter/2019/027122019,10
10.30534/ijeter/2019/027122019,8
10.30534/ijatcse/2019/38862019,3
10.30534/ijatcse/2019/38862019,2
10.30534/ijeter/2019/127122019,12
10.30534/ijeter/2019/127122019,3
10.30534/ijeter/2019/127122019,2
10.1002/ett.3627,3
10.1002/ett.3627,2
10.29042/2019-4758-4762,3
10.29042/2019-4758-4762,2
10.14419/ijet.v7i1.3.9225,3
10.14419/ijet.v7i1.3.9225,2
10.1016/J.PHYSA.2016.01.051,3
10.1016/J.PHYSA.2016.01.051,2
10.1007/s11576-014-0434-2,2
10.1016/j.ins.2014.01.015,2
10.1007/s11227-023-05132-3,2
10.1007/s11227-023-05132-3,5
10.3390/s23031392,5
10.3390/s23031392,2
10.1007/s44174-022-00060-x,2
10.1007/s44174-022-00060-x,5
10.1007/s42044-022-00104-x,5
10.1007/s42044-022-00104-x,2
10.1007/s12652-022-03750-y,5
10.1007/s12652-022-03750-y,2
10.1007/s11042-022-12425-x,5
10.1007/s11042-022-12425-x,2
10.1007/s42979-021-00731-4,2
10.1007/s42979-021-00731-4,5
10.1016/j.foodchem.2022.133504,9
10.1016/j.foodchem.2022.133504,1
10.1016/j.foodchem.2022.133504,7
10.1016/j.foodchem.2022.133504,5
10.1016/j.foodchem.2022.132870,7
10.1016/j.foodchem.2022.132870,5
10.3390/foods11070896,5
10.3390/foods11070896,15
10.1111/1541-4337.12916,7
10.1111/1541-4337.12916,5
10.1111/1541-4337.12916,15
10.1016/j.foodchem.2022.132455,7
10.1016/j.foodchem.2022.132455,5
10.1016/j.foodchem.2022.132455,15
10.1016/j.foodchem.2021.131996,7
10.1016/j.foodchem.2021.131996,5
10.1016/j.fct.2021.112317,1
10.1016/j.fct.2021.112317,7
10.1016/j.fct.2021.112317,5
10.1093/bib/bbab167,9
10.1093/bib/bbab167,2
10.1093/bib/bbab167,5
10.1016/j.foodchem.2020.128728,9
10.1016/j.foodchem.2020.128728,7
10.1016/j.foodchem.2020.128728,5
10.1016/j.foodchem.2020.128522,9
10.1016/j.foodchem.2020.128522,7
10.1016/j.foodchem.2020.128522,5
10.1007/s00484-017-1479-x,1
10.1007/s00484-017-1479-x,3
10.1007/s00484-017-1479-x,5
10.1007/s00484-017-1479-x,15
10.3390/EN10111846,1
10.3390/EN10111846,2
10.3390/EN10111846,3
10.1007/s11277-016-3358-x,5
10.1007/s11277-016-3358-x,3
10.1007/s11277-016-3358-x,2
10.1038/srep40437,1
10.1038/srep40437,3
10.1038/srep40437,6
10.1038/srep40437,5
10.3390/s16101709,2
10.3390/s16101709,3
10.3390/s16101709,5
10.1038/nature16961,2
10.1038/nature16961,5
10.1039/c5lc01415h,3
10.1039/c5lc01415h,6
10.1039/c5lc01415h,5
10.1016/j.bspc.2020.102099,5
10.1016/j.bspc.2020.102099,2
10.1016/j.jneumeth.2020.108884,2
10.1016/j.jneumeth.2020.108884,5
10.1093/cercor/bhaa109,4
10.1093/cercor/bhaa109,5
10.1109/NCC48643.2020.9056022,5
10.1109/NCC48643.2020.9056022,2
10.1016/j.dib.2020.105213,2
10.1016/j.dib.2020.105213,5
10.1007/s11682-019-00191-8,5
10.1007/s11682-019-00191-8,2
10.1016/j.media.2019.05.007,5
10.1016/j.media.2019.05.007,2
10.1186/s40708-019-0096-3,5
10.1186/s40708-019-0096-3,2
10.1007/s40489-019-00158-x,5
10.1007/s40489-019-00158-x,4
10.1007/s40489-019-00158-x,2
10.3844/jcssp.2020.1268.1277,3
10.3844/jcssp.2020.1268.1277,2
10.1007/s11235-019-00556-w,3
10.1007/s11235-019-00556-w,2
10.1109/JIOT.2018.2832071,3
10.1109/JIOT.2018.2832071,2
10.1109/LWC.2018.2795605,3
10.1109/LWC.2018.2795605,2
10.1109/PIMRC.2017.8292737,3
10.1109/PIMRC.2017.8292737,2
10.1109/INFOCOM.2017.8057090,3
10.1109/INFOCOM.2017.8057090,2
10.1109/CCDC.2017.7978685,11
10.1109/CCDC.2017.7978685,2
10.1109/INFOCOM.2017.8057089,19
10.1109/INFOCOM.2017.8057089,10
10.1109/INFOCOM.2017.8057089,2
10.1109/TSC.2016.2599878,3
10.1109/TSC.2016.2599878,2
10.1109/MCOM.2014.6829969,3
10.1109/MCOM.2014.6829969,2
10.1109/ICSC60394.2023.10441648,1
10.1109/ICSC60394.2023.10441648,2
10.1109/ICSC60394.2023.10441648,15
10.1109/ICIEM59379.2023.10166032,2
10.1109/ICIEM59379.2023.10166032,15
10.1016/j.dib.2022.108366,9
10.1016/j.dib.2022.108366,1
10.1016/j.dib.2022.108366,2
10.1016/j.dib.2022.108366,5
10.48084/ETASR.2756,2
10.48084/ETASR.2756,15
10.1109/CVPR.2019.00899,2
10.1109/CVPR.2019.00899,15
10.1016/J.TRD.2019.03.002,1
10.1016/J.TRD.2019.03.002,2
10.1109/R10-HTC47129.2019.9042443,1
10.1109/R10-HTC47129.2019.9042443,2
10.18653/v1/P19-1356,20
10.18653/v1/P19-1356,2
10.1145/3274464,1
10.1145/3274464,4
10.1145/3274464,2
10.1177/0894439317721985,12
10.1177/0894439317721985,10
10.1177/0894439317721985,17
10.1016/J.IJINFOMGT.2018.02.003,1
10.1016/J.IJINFOMGT.2018.02.003,10
10.1016/J.IJINFOMGT.2018.02.003,2
10.1016/J.IJINFOMGT.2018.02.003,12
10.1016/J.IJINFOMGT.2018.02.003,17
10.1016/J.IJINFOMGT.2017.12.002,2
10.1111/1468-5973.12194,1
10.1111/1468-5973.12194,2
10.1111/1468-5973.12194,3
10.1016/J.TRC.2017.12.018,3
10.1016/J.TRC.2017.12.018,2
10.1002/9781118445112.stat07551,11
10.1080/0284186X.2017.1415457,3
10.1080/0284186X.2017.1415457,5
10.1016/j.radonc.2016.02.030,3
10.1016/j.radonc.2016.02.030,13
10.1016/j.radonc.2016.02.030,5
10.1118/1.4935343,3
10.1118/1.4935343,5
10.1002/jmri.24872,5
10.1148/radiol.2015142414,5
10.1016/j.compbiomed.2015.02.009,5
10.1016/j.compbiomed.2015.02.009,2
10.1002/pros.22903,9
10.1002/pros.22903,5
10.1117/12.2043360,2
10.1117/12.2043360,3
10.1117/12.2043360,5
10.1111/ijlh.13537,2
10.1111/ijlh.13537,5
10.1097/CCM.0000000000005085,5
10.1097/CCM.0000000000005027,5
10.1038/s41467-021-20910-4,2
10.1038/s41467-021-20910-4,5
10.1038/s41598-021-87463-w,7
10.1038/s41598-021-87463-w,5
10.1001/jamanetworkopen.2020.35057,1
10.1001/jamanetworkopen.2020.35057,5
10.3390/jpm10040266,5
10.2337/cd20-0046,2
10.2337/cd20-0046,5
10.1128/JCM.02811-20,5
10.1002/hep4.1626,5
10.5220/0010215303190328,12
10.5220/0010215303190328,2
10.1109/ACCESS.2020.3030184,17
10.1109/ACCESS.2020.3030184,10
10.1109/ACCESS.2020.3030184,2
10.1016/j.ijdrr.2020.101584,12
10.1016/j.ijdrr.2020.101584,10
10.1016/j.ijdrr.2020.101584,2
10.1109/ICESC48915.2020.9156031,1
10.1109/ICESC48915.2020.9156031,2
10.1109/TNSM.2020.3031034,17
10.1109/TNSM.2020.3031034,4
10.1109/TNSM.2020.3031034,10
10.1109/TNSM.2020.3031034,2
10.1007/s00165-020-00508-1,3
10.1007/s00165-020-00508-1,2
10.1002/inst.12282,3
10.1002/inst.12282,2
10.1109/TR.2019.2936072,3
10.1109/TR.2019.2936072,2
10.1145/3376897.3377864,2
10.1145/3376897.3377864,3
10.1109/ICST46399.2020.00019,3
10.1109/ICST46399.2020.00019,2
10.1073/pnas.2003162117,5
10.1073/pnas.2003162117,3
10.1073/pnas.2003162117,2
10.1109/RE.2019.00050,2
10.1109/REW.2019.00050,2
10.1088/1361-6560/ab2cb0,3
10.1088/1361-6560/ab2cb0,13
10.1088/1361-6560/ab2cb0,5
10.1088/1361-6560/ab1ba0,3
10.1088/1361-6560/ab1ba0,13
10.1088/1361-6560/ab1ba0,5
10.1088/1361-6560/aafd52,3
10.1088/1361-6560/aafd52,13
10.1088/1361-6560/aafd52,5
10.1109/TRPMS.2018.2884320,13
10.1109/TRPMS.2018.2884320,11
10.1109/TRPMS.2018.2884320,3
10.1109/TRPMS.2018.2884320,5
10.1109/TRPMS.2018.2884320,2
10.1002/mp.12906,3
10.1002/mp.12906,6
10.1002/mp.12906,13
10.1002/mp.12906,5
10.1088/1361-6560/aaa94e,3
10.1088/1361-6560/aaa94e,13
10.1088/1361-6560/aaa94e,6
10.1088/1361-6560/aaa94e,5
10.1088/1361-6560/aa71f3,3
10.1088/1361-6560/aa71f3,13
10.1088/1361-6560/aa71f3,5
10.1088/1361-6560/aa64c7,3
10.1088/1361-6560/aa64c7,13
10.1088/1361-6560/aa64c7,6
10.1088/1361-6560/aa64c7,5
10.1088/1361-6560/62/1/258,3
10.1088/1361-6560/62/1/258,13
10.1088/1361-6560/62/1/258,5
10.1126/sciadv.abd0953,1
10.1126/sciadv.abd0953,13
10.1126/sciadv.abd0953,14
10.1126/sciadv.abd0953,5
10.1029/2020GL088950,1
10.1029/2020GL088950,14
10.1130/geol.s.12777605.v1,1
10.1130/geol.s.12777605.v1,14
10.1029/2019JB018232,1
10.1029/2019JB018232,14
10.1038/s41586-020-2045-y,1
10.1038/s41586-020-2045-y,14
10.1038/s41586-020-2045-y,5
10.1016/j.gr.2019.08.004,14
10.1029/2018JB016145,14
10.1126/science.aau0323,1
10.1126/science.aau0323,2
10.1126/science.aau0323,14
10.1126/science.aau0323,5
10.1016/J.JSEAES.2018.06.031,1
10.1016/J.JSEAES.2018.06.031,14
10.1016/J.EPSL.2018.03.057,1
10.1016/J.EPSL.2018.03.057,14
10.3390/s22010408,5
10.3390/s22010408,3
10.3390/s22010408,2
10.1109/SENSORS47125.2020.9278630,2
10.3389/fpsyg.2020.01111,4
10.3389/fpsyg.2020.01111,2
10.3389/fpsyg.2020.01111,5
10.1186/s12864-019-6413-7,5
10.1186/s12864-019-6413-7,2
10.1186/s12864-019-6413-7,11
10.1186/s12864-019-6413-7,9
10.1007/s00779-020-01427-x,1
10.1007/s00779-020-01427-x,3
10.1007/s00779-020-01427-x,2
10.1145/3290605.3300568,2
10.1109/JSEN.2018.2873003,3
10.1109/JSEN.2018.2873003,2
10.1109/TC.2021.3131040,3
10.1109/TC.2021.3131040,2
10.3390/info13060303,3
10.3390/info13060303,2
10.3390/s22114077,2
10.3390/s22114077,3
10.3390/s22114077,5
10.1109/JSEN.2022.3153362,3
10.1109/JSEN.2022.3153362,2
10.1007/s11042-022-12481-3,3
10.1007/s11042-022-12481-3,2
10.1109/jsen.2021.3113837,3
10.1109/jsen.2021.3113837,2
10.1109/JIOT.2020.3038804,1
10.1109/JIOT.2020.3038804,3
10.1109/JIOT.2020.3038804,2
10.1109/WiSPNET51692.2021.9419388,3
10.1109/WiSPNET51692.2021.9419388,2
10.1145/1555400.1555495,2
10.1007/978-3-540-89533-6_41,2
10.11925/INFOTECH.1003-3513.2008.01.05,1
10.11925/INFOTECH.1003-3513.2008.01.05,2
10.1045/november2004-stanescu,2
10.1045/JANUARY2002-KENNEY,1
10.1045/JANUARY2002-KENNEY,2
10.1371/journal.pone.0126151,5
10.1371/journal.pone.0126151,2
10.1371/journal.pone.0126151,9
10.1186/s12859-014-0423-x,9
10.1186/s12859-014-0423-x,1
10.1186/s12859-014-0423-x,5
10.1186/s12859-014-0423-x,2
10.1016/j.ydbio.2013.05.009,5
10.1016/j.ydbio.2013.05.009,1
10.1016/j.ydbio.2013.05.009,9
10.1105/tpc.113.113159,9
10.1105/tpc.113.113159,1
10.1105/tpc.113.113159,5
10.1093/nar/gkt466,5
10.1093/nar/gkt466,2
10.1093/nar/gkt466,9
10.1093/nar/gkt426,9
10.1093/nar/gkt426,2
10.1093/nar/gkt426,5
10.1371/journal.pone.0051673,5
10.1371/journal.pone.0051673,2
