DOI,Author_ID,Corresponding
10.3390/en17040925,66925799,True
10.3390/en17040925,2069468721,False
10.3390/en17040925,31051246,False
10.3390/en17040925,2284527869,False
10.2196/41566,31717083,True
10.2196/41566,22471662,False
10.2196/41566,118576023,False
10.2196/41566,6383773,False
10.1109/ICCNS58795.2023.10193141,2085549408,True
10.1109/ICCNS58795.2023.10193141,2165796912,False
10.1021/acs.jpca.4c08170,2284237316,True
10.1021/acs.jpca.4c08170,2338003496,False
10.1021/acs.jpca.4c08170,38787372,False
10.1155/2022/9248853,2058044165,True
10.1109/TSMC.1986.289318,40660777,True
10.1109/TSMC.1986.289318,1519028170,False
10.1109/ICIET57285.2023.10220929,2233494639,True
10.1109/ICIET57285.2023.10220929,2075217459,False
10.1109/ICIET57285.2023.10220929,2233502815,False
10.1109/ICIET57285.2023.10220929,2233500882,False
10.1109/ICIET57285.2023.10220929,2233500875,False
10.1109/ICIET57285.2023.10220929,2170117136,False
10.1109/ICIET57285.2023.10220929,2233501784,False
10.48550/arXiv.2308.11721,122495956,True
10.48550/arXiv.2308.11721,24194181,False
10.48550/arXiv.2308.11721,144979147,False
10.2139/ssrn.3935555,143995169,True
10.2139/ssrn.3935555,3433997,False
10.1007/s10994-015-5496-x,3259574,True
10.1007/s10994-015-5496-x,2149023425,False
10.1109/BIBM52615.2021.9669784,2894523,True
10.1109/BIBM52615.2021.9669784,1757723,False
10.1109/BIBM52615.2021.9669784,3013763,False
10.1002/anbr.202300085,2278947667,True
10.1002/anbr.202300085,2225866556,False
10.1002/anbr.202300085,2278943393,False
10.1002/anbr.202300085,2278942280,False
10.1002/anbr.202300085,2278953381,False
10.1002/anbr.202300085,2269072872,False
10.1002/anbr.202300085,5949283,False
10.1002/anbr.202300085,50186106,False
10.56083/rcv4n12-124,2334988670,True
10.56083/rcv4n12-124,2335104738,False
10.56083/rcv4n12-124,2037169343,False
10.56083/rcv4n12-124,2334915568,False
10.56083/rcv4n12-124,2334994128,False
10.56083/rcv4n12-124,2334995512,False
10.3991/ijet.v16i16.23405,1829777,True
10.3991/ijet.v16i16.23405,31782512,False
10.3991/ijet.v16i16.23405,40442909,False
10.3389/fonc.2025.1531465,2335088745,True
10.3389/fonc.2025.1531465,2348080160,False
10.3389/fonc.2025.1531465,2335146575,False
10.3389/fonc.2025.1531465,2349229052,False
10.3389/fonc.2025.1531465,2348215666,False
10.3389/fonc.2025.1531465,2348012936,False
10.1093/ecco-jcc/jjab232.654,15076005,True
10.1093/ecco-jcc/jjab232.654,5351447,False
10.1093/ecco-jcc/jjab232.654,147625398,False
10.1093/ecco-jcc/jjab232.654,2342220021,False
10.1093/ecco-jcc/jjab232.654,5479315,False
10.1093/ecco-jcc/jjab232.654,6852018,False
10.1093/ecco-jcc/jjab232.654,46710243,False
10.1093/ecco-jcc/jjab232.654,4319936,False
10.1093/ecco-jcc/jjab232.654,6355099,False
10.1093/ecco-jcc/jjab232.654,146150577,False
10.1093/ecco-jcc/jjab232.654,4938703,False
10.1093/ecco-jcc/jjab232.654,46331271,False
10.1093/ecco-jcc/jjab232.654,34996349,False
10.1093/ecco-jcc/jjab232.654,67021408,False
10.1093/ecco-jcc/jjab232.654,145838284,False
10.1093/ecco-jcc/jjab232.654,40024627,False
10.4103/jmss.jmss_47_23,2333739705,True
10.4103/jmss.jmss_47_23,2333741325,False
10.4103/jmss.jmss_47_23,5962535,False
10.4103/jmss.jmss_47_23,147414513,False
10.4103/jmss.jmss_47_23,2308773186,False
10.3389/fpubh.2024.1329704,2290936508,True
10.3389/fpubh.2024.1329704,2290863914,False
10.3389/fpubh.2024.1329704,2290849926,False
10.3389/fpubh.2024.1329704,2291410971,False
10.1109/JIOT.2021.3063855,2056721044,True
10.1109/JIOT.2021.3063855,46380550,False
10.1109/JIOT.2021.3063855,2157325472,False
10.1109/JIOT.2021.3063855,8550973,False
10.1109/JIOT.2021.3063855,40245505,False
10.1109/ICCE53296.2022.9730555,2159008991,True
10.1109/ICCE53296.2022.9730555,2159011732,False
10.1109/ICCE53296.2022.9730555,1936237,False
10.3390/ijerph21050521,2298076784,True
10.3390/ijerph21050521,1904651437,False
10.3390/ijerph21050521,14261718,False
10.3390/ijerph21050521,2284586591,False
10.3390/ijerph21050521,2298188269,False
10.3390/ijerph21050521,2298187711,False
10.3390/ijerph21050521,2276418397,False
10.2174/2210676612666220408095913,2152950465,True
10.2174/2210676612666220408095913,2143164142,False
10.2174/2210676612666220408095913,2162152527,False
10.2174/2210676612666220408095913,2151682065,False
10.1101/2024.09.19.613896,2279990447,True
10.1101/2024.09.19.613896,2279991537,False
10.1101/2024.09.19.613896,2279990390,False
10.1016/j.bdr.2017.07.002,32034584,True
10.1016/j.bdr.2017.07.002,48009587,False
10.1109/ISNCC.2019.8909134,2146419472,True
10.1109/ISNCC.2019.8909134,3127521,False
10.30574/ijsra.2023.10.1.0720,2222176832,True
10.30574/ijsra.2023.10.1.0720,2240045681,False
10.30574/ijsra.2023.10.1.0720,2240048305,False
10.30574/ijsra.2023.10.1.0720,2222176836,False
10.1016/j.anucene.2024.110952,2318742911,True
10.1016/j.anucene.2024.110952,2324606564,False
10.1016/j.anucene.2024.110952,2302582592,False
10.1016/j.anucene.2024.110952,2324365543,False
10.3390/w14081300,9970626,True
10.3390/w14081300,2163285251,False
10.3390/w14081300,2163292705,False
10.3390/w14081300,2065465713,False
10.3390/w14081300,2055356924,False
10.3390/s21175948,145298798,True
10.3390/s21175948,30772377,False
10.3390/s21175948,21058844,False
10.3390/s21175948,13288046,False
10.1016/j.aiig.2022.10.003,2116047177,True
10.1016/j.aiig.2022.10.003,1970873187,False
10.1016/j.aiig.2022.10.003,107675320,False
10.1016/j.aiig.2022.10.003,9662996,False
10.3390/s23031639,2204340369,True
10.3390/s23031639,1873244,False
10.3390/s23031639,3401692,False
10.3390/s23031639,143627888,False
10.3390/s23031639,1392623159,False
10.3390/s23031639,1691577,False
10.1016/j.annonc.2024.10.576,2334520014,True
10.1016/j.annonc.2024.10.576,2335150806,False
10.1016/j.annonc.2024.10.576,2334500925,False
10.1155/2023/9853636,2191158069,True
10.1186/s12904-022-01113-0,6641675,True
10.1186/s12904-022-01113-0,2162331407,False
10.1186/s12904-022-01113-0,47036346,False
10.1186/s12904-022-01113-0,104322455,False
10.1186/s12904-022-01113-0,2000725526,False
10.1186/s12904-022-01113-0,2165605386,False
10.1186/s12904-022-01113-0,17207036,False
10.1186/s12904-022-01113-0,6622202,False
10.1007/s11416-023-00469-y,2152469879,True
10.1007/s11416-023-00469-y,2265207018,False
10.1007/s11416-023-00469-y,2208477977,False
10.1109/CISIS.2011.22,1704423,True
10.1109/CISIS.2011.22,1679888,False
10.1109/CISIS.2011.22,1700821,False
10.1109/CISIS.2011.22,1725650,False
10.1016/j.heliyon.2024.e30251,66163686,True
10.1016/j.heliyon.2024.e30251,2055509,False
10.3389/fcell.2022.937761,113269027,True
10.3389/fcell.2022.937761,46174709,False
10.3389/fcell.2022.937761,10777819,False
10.3389/fcell.2022.937761,3249727,False
10.3389/fcell.2022.937761,32240593,False
10.1109/tnse.2020.2968206,2149869703,True
10.1109/tnse.2020.2968206,2144134706,False
10.1109/tnse.2020.2968206,2118095747,False
10.1109/tnse.2020.2968206,2146309367,False
10.1109/tnse.2020.2968206,34665814,False
10.1109/tnse.2020.2968206,2798354,False
10.48175/ijarsct-14367,2279381005,True
10.48175/ijarsct-14367,2260526599,False
10.48175/ijarsct-14367,2260528322,False
10.48175/ijarsct-14367,2278545107,False
10.48175/ijarsct-14367,2279380387,False
10.1115/1.4067600,2004489925,True
10.1115/1.4067600,2248086878,False
10.1115/1.4067600,2339620028,False
10.1115/1.4067600,2256195344,False
10.3390/agriculture14111900,2328457063,True
10.3390/agriculture14111900,2181382810,False
10.3390/agriculture14111900,2328271931,False
10.3390/agriculture14111900,2295873742,False
10.3390/agriculture14111900,2328099286,False
10.3390/agriculture14111900,2328219368,False
10.3390/agriculture14111900,2328800883,False
10.3390/agriculture14111900,2329139801,False
10.3390/agriculture14111900,2319523838,False
10.3390/agriculture14111900,2267774398,False
10.1016/j.ejogrb.2022.12.008,2195639928,True
10.1016/j.ejogrb.2022.12.008,48359293,False
10.1016/j.ejogrb.2022.12.008,1397904342,False
10.1016/j.ejogrb.2022.12.008,2184504234,False
10.1016/j.ejogrb.2022.12.008,1972387119,False
10.1016/j.ejogrb.2022.12.008,2067749358,False
10.1016/j.ejogrb.2022.12.008,2068981183,False
10.1109/TBDATA.2019.2940237,144625909,True
10.1109/TBDATA.2019.2940237,10720539,False
10.1109/TBDATA.2019.2940237,144188078,False
10.1109/TBDATA.2019.2940237,51894811,False
10.1109/TBDATA.2019.2940237,49238811,False
10.1109/TBDATA.2019.2940237,2647304,False
10.1109/TBDATA.2019.2940237,2455282,False
10.1109/TBDATA.2019.2940237,30494387,False
10.1108/lhtn-08-2024-0132,1795113375,True
10.1109/SP.2019.00073,2591635,True
10.1109/SP.2019.00073,3472832,False
10.1109/SP.2019.00073,1722055,False
10.1016/j.dt.2024.06.004,2306835593,True
10.1016/j.dt.2024.06.004,2306419527,False
10.1016/j.dt.2024.06.004,2308421792,False
10.1016/j.dt.2024.06.004,2306454190,False
10.1109/CCWC57344.2023.10099366,3245425,True
10.1002/tox.24230,2291469438,True
10.1002/tox.24230,2291435788,False
10.1002/tox.24230,2291342962,False
10.1002/tox.24230,2267291897,False
10.1002/tox.24230,2291469077,False
10.1002/tox.24230,2238389108,False
10.1007/s13218-011-0164-1,2064260103,True
10.32523/2616-7263-2024-149-4-256-268,2339595595,True
10.32523/2616-7263-2024-149-4-256-268,2339596212,False
10.32523/2616-7263-2024-149-4-256-268,2339595115,False
10.32523/2616-7263-2024-149-4-256-268,2339595588,False
10.32523/2616-7263-2024-149-4-256-268,2339593874,False
10.1021/acs.jcim.9b00313,2053979963,True
10.1021/acs.jcim.9b00313,39102196,False
10.1021/acs.jcim.9b00313,72952067,False
10.1021/acs.jcim.9b00313,35443960,False
10.1021/acs.jcim.9b00313,3064914,False
10.1021/acs.jcim.9b00313,3174588,False
10.37028/LINGCURE.V5NS1.1348,2091797683,True
10.37028/LINGCURE.V5NS1.1348,2035836315,False
10.37028/LINGCURE.V5NS1.1348,73759107,False
10.37028/LINGCURE.V5NS1.1348,2079440273,False
10.1016/j.euroneuro.2020.03.016,1700271820,True
10.1016/j.euroneuro.2020.03.016,8005747,False
10.1016/j.euroneuro.2020.03.016,2876416,False
10.1016/j.euroneuro.2020.03.016,1414119219,False
10.1016/j.euroneuro.2020.03.016,2660554,False
10.1016/j.euroneuro.2020.03.016,6470232,False
10.1016/j.euroneuro.2020.03.016,153483182,False
10.1016/j.euroneuro.2020.03.016,2534407,False
10.1016/j.euroneuro.2020.03.016,3214043,False
10.1016/j.euroneuro.2020.03.016,5672681,False
10.48550/arXiv.2405.15709,29800064,True
10.48550/arXiv.2405.15709,6185326,False
10.1055/a-1885-1697,2113833460,True
10.1055/a-1885-1697,108696091,False
10.1055/a-1885-1697,72068822,False
10.1055/a-1885-1697,2077503209,False
10.1055/a-1885-1697,2677079,False
10.1055/a-1885-1697,144217742,False
10.1055/a-1885-1697,3570701,False
10.7717/peerj.1425,49514462,True
10.7717/peerj.1425,1948252942,False
10.7717/peerj.1425,7774574,False
10.7717/peerj.1425,94186560,False
10.7717/peerj.1425,3502018,False
10.7717/peerj.1425,4417093,False
10.7717/peerj.1425,2144283823,False
10.4018/ijsda.2013100103,3815286,True
10.4018/ijsda.2013100103,145133117,False
10.1049/rpg2.12985,2292630556,True
10.1049/rpg2.12985,2300235810,False
10.1049/rpg2.12985,2693824,False
10.1049/rpg2.12985,2265326503,False
10.1049/rpg2.12985,2292512207,False
10.1109/BigData62323.2024.10825786,2215690516,True
10.1109/BigData62323.2024.10825786,3030273,False
10.1109/ACCESS.2022.3167058,2162446116,True
10.1109/ACCESS.2022.3167058,2262901,False
10.1109/ACCESS.2022.3167058,2068016,False
10.1109/ACCESS.2022.3167058,2820701,False
10.1109/ACCESS.2022.3167058,1490934493,False
10.1109/ACCESS.2022.3167058,1756949,False
