DOI,Author_ID,Corresponding
10.3390/en17040925,66925799,True
10.3390/en17040925,2069468721,False
10.3390/en17040925,31051246,False
10.3390/en17040925,2284527869,False
202310.3390/en17040925,66925799,True
202310.3390/en17040925,2069468721,False
202310.3390/en17040925,31051246,False
202310.3390/en17040925,2284527869,False
202210.3390/en17040925,66925799,True
202210.3390/en17040925,2069468721,False
202210.3390/en17040925,31051246,False
202210.3390/en17040925,2284527869,False
10.2196/41566,31717083,True
10.2196/41566,22471662,False
10.2196/41566,118576023,False
10.2196/41566,6383773,False
202010.2196/41566,31717083,True
202010.2196/41566,22471662,False
202010.2196/41566,118576023,False
202010.2196/41566,6383773,False
201910.2196/41566,31717083,True
201910.2196/41566,22471662,False
201910.2196/41566,118576023,False
201910.2196/41566,6383773,False
10.1109/ICCNS58795.2023.10193141,2085549408,True
10.1109/ICCNS58795.2023.10193141,2165796912,False
202210.1109/ICCNS58795.2023.10193141,2085549408,True
202210.1109/ICCNS58795.2023.10193141,2165796912,False
202110.1109/ICCNS58795.2023.10193141,2085549408,True
202110.1109/ICCNS58795.2023.10193141,2165796912,False
202010.1109/ICCNS58795.2023.10193141,2085549408,True
202010.1109/ICCNS58795.2023.10193141,2165796912,False
201910.1109/ICCNS58795.2023.10193141,2085549408,True
201910.1109/ICCNS58795.2023.10193141,2165796912,False
10.1021/acs.jpca.4c08170,2284237316,True
10.1021/acs.jpca.4c08170,2338003496,False
10.1021/acs.jpca.4c08170,38787372,False
202310.1021/acs.jpca.4c08170,2284237316,True
202310.1021/acs.jpca.4c08170,2338003496,False
202310.1021/acs.jpca.4c08170,38787372,False
202210.1021/acs.jpca.4c08170,2284237316,True
202210.1021/acs.jpca.4c08170,2338003496,False
202210.1021/acs.jpca.4c08170,38787372,False
10.1155/2022/9248853,2058044165,True
202110.1155/2022/9248853,2058044165,True
202010.1155/2022/9248853,2058044165,True
10.1109/TSMC.1986.289318,40660777,True
10.1109/TSMC.1986.289318,1519028170,False
198510.1109/TSMC.1986.289318,40660777,True
198510.1109/TSMC.1986.289318,1519028170,False
198410.1109/TSMC.1986.289318,40660777,True
198410.1109/TSMC.1986.289318,1519028170,False
10.1109/ICIET57285.2023.10220929,2233494639,True
10.1109/ICIET57285.2023.10220929,2075217459,False
10.1109/ICIET57285.2023.10220929,2233502815,False
10.1109/ICIET57285.2023.10220929,2233500882,False
10.1109/ICIET57285.2023.10220929,2233500875,False
10.1109/ICIET57285.2023.10220929,2170117136,False
10.1109/ICIET57285.2023.10220929,2233501784,False
202210.1109/ICIET57285.2023.10220929,2233494639,True
202210.1109/ICIET57285.2023.10220929,2075217459,False
202210.1109/ICIET57285.2023.10220929,2233502815,False
202210.1109/ICIET57285.2023.10220929,2233500882,False
202210.1109/ICIET57285.2023.10220929,2233500875,False
202210.1109/ICIET57285.2023.10220929,2170117136,False
202210.1109/ICIET57285.2023.10220929,2233501784,False
202110.1109/ICIET57285.2023.10220929,2233494639,True
202110.1109/ICIET57285.2023.10220929,2075217459,False
202110.1109/ICIET57285.2023.10220929,2233502815,False
202110.1109/ICIET57285.2023.10220929,2233500882,False
202110.1109/ICIET57285.2023.10220929,2233500875,False
202110.1109/ICIET57285.2023.10220929,2170117136,False
202110.1109/ICIET57285.2023.10220929,2233501784,False
202010.1109/ICIET57285.2023.10220929,2233494639,True
202010.1109/ICIET57285.2023.10220929,2075217459,False
202010.1109/ICIET57285.2023.10220929,2233502815,False
202010.1109/ICIET57285.2023.10220929,2233500882,False
202010.1109/ICIET57285.2023.10220929,2233500875,False
202010.1109/ICIET57285.2023.10220929,2170117136,False
202010.1109/ICIET57285.2023.10220929,2233501784,False
201910.1109/ICIET57285.2023.10220929,2233494639,True
201910.1109/ICIET57285.2023.10220929,2075217459,False
201910.1109/ICIET57285.2023.10220929,2233502815,False
201910.1109/ICIET57285.2023.10220929,2233500882,False
201910.1109/ICIET57285.2023.10220929,2233500875,False
201910.1109/ICIET57285.2023.10220929,2170117136,False
201910.1109/ICIET57285.2023.10220929,2233501784,False
10.48550/arXiv.2308.11721,122495956,True
10.48550/arXiv.2308.11721,24194181,False
10.48550/arXiv.2308.11721,144979147,False
202210.48550/arXiv.2308.11721,122495956,True
202210.48550/arXiv.2308.11721,24194181,False
202210.48550/arXiv.2308.11721,144979147,False
202110.48550/arXiv.2308.11721,122495956,True
202110.48550/arXiv.2308.11721,24194181,False
202110.48550/arXiv.2308.11721,144979147,False
202010.48550/arXiv.2308.11721,122495956,True
202010.48550/arXiv.2308.11721,24194181,False
202010.48550/arXiv.2308.11721,144979147,False
201910.48550/arXiv.2308.11721,122495956,True
201910.48550/arXiv.2308.11721,24194181,False
201910.48550/arXiv.2308.11721,144979147,False
10.2139/ssrn.3935555,143995169,True
10.2139/ssrn.3935555,3433997,False
202010.2139/ssrn.3935555,143995169,True
202010.2139/ssrn.3935555,3433997,False
201910.2139/ssrn.3935555,143995169,True
201910.2139/ssrn.3935555,3433997,False
10.1007/s10994-015-5496-x,3259574,True
10.1007/s10994-015-5496-x,2149023425,False
201410.1007/s10994-015-5496-x,3259574,True
201410.1007/s10994-015-5496-x,2149023425,False
201310.1007/s10994-015-5496-x,3259574,True
201310.1007/s10994-015-5496-x,2149023425,False
10.1109/BIBM52615.2021.9669784,2894523,True
10.1109/BIBM52615.2021.9669784,1757723,False
10.1109/BIBM52615.2021.9669784,3013763,False
202010.1109/BIBM52615.2021.9669784,2894523,True
202010.1109/BIBM52615.2021.9669784,1757723,False
202010.1109/BIBM52615.2021.9669784,3013763,False
201910.1109/BIBM52615.2021.9669784,2894523,True
201910.1109/BIBM52615.2021.9669784,1757723,False
201910.1109/BIBM52615.2021.9669784,3013763,False
201810.1109/BIBM52615.2021.9669784,2894523,True
201810.1109/BIBM52615.2021.9669784,1757723,False
201810.1109/BIBM52615.2021.9669784,3013763,False
201710.1109/BIBM52615.2021.9669784,2894523,True
201710.1109/BIBM52615.2021.9669784,1757723,False
201710.1109/BIBM52615.2021.9669784,3013763,False
10.1002/anbr.202300085,2278947667,True
10.1002/anbr.202300085,2225866556,False
10.1002/anbr.202300085,2278943393,False
10.1002/anbr.202300085,2278942280,False
10.1002/anbr.202300085,2278953381,False
10.1002/anbr.202300085,2269072872,False
10.1002/anbr.202300085,5949283,False
10.1002/anbr.202300085,50186106,False
202310.1002/anbr.202300085,2278947667,True
202310.1002/anbr.202300085,2225866556,False
202310.1002/anbr.202300085,2278943393,False
202310.1002/anbr.202300085,2278942280,False
202310.1002/anbr.202300085,2278953381,False
202310.1002/anbr.202300085,2269072872,False
202310.1002/anbr.202300085,5949283,False
202310.1002/anbr.202300085,50186106,False
202210.1002/anbr.202300085,2278947667,True
202210.1002/anbr.202300085,2225866556,False
202210.1002/anbr.202300085,2278943393,False
202210.1002/anbr.202300085,2278942280,False
202210.1002/anbr.202300085,2278953381,False
202210.1002/anbr.202300085,2269072872,False
202210.1002/anbr.202300085,5949283,False
202210.1002/anbr.202300085,50186106,False
10.56083/rcv4n12-124,2334988670,True
10.56083/rcv4n12-124,2335104738,False
10.56083/rcv4n12-124,2037169343,False
10.56083/rcv4n12-124,2334915568,False
10.56083/rcv4n12-124,2334994128,False
10.56083/rcv4n12-124,2334995512,False
202310.56083/rcv4n12-124,2334988670,True
202310.56083/rcv4n12-124,2335104738,False
202310.56083/rcv4n12-124,2037169343,False
202310.56083/rcv4n12-124,2334915568,False
202310.56083/rcv4n12-124,2334994128,False
202310.56083/rcv4n12-124,2334995512,False
202210.56083/rcv4n12-124,2334988670,True
202210.56083/rcv4n12-124,2335104738,False
202210.56083/rcv4n12-124,2037169343,False
202210.56083/rcv4n12-124,2334915568,False
202210.56083/rcv4n12-124,2334994128,False
202210.56083/rcv4n12-124,2334995512,False
10.3991/ijet.v16i16.23405,1829777,True
10.3991/ijet.v16i16.23405,31782512,False
10.3991/ijet.v16i16.23405,40442909,False
202010.3991/ijet.v16i16.23405,1829777,True
202010.3991/ijet.v16i16.23405,31782512,False
202010.3991/ijet.v16i16.23405,40442909,False
201910.3991/ijet.v16i16.23405,1829777,True
201910.3991/ijet.v16i16.23405,31782512,False
201910.3991/ijet.v16i16.23405,40442909,False
10.3389/fonc.2025.1531465,2335088745,True
10.3389/fonc.2025.1531465,2348080160,False
10.3389/fonc.2025.1531465,2335146575,False
10.3389/fonc.2025.1531465,2349229052,False
10.3389/fonc.2025.1531465,2348215666,False
10.3389/fonc.2025.1531465,2348012936,False
202410.3389/fonc.2025.1531465,2335088745,True
202410.3389/fonc.2025.1531465,2348080160,False
202410.3389/fonc.2025.1531465,2335146575,False
202410.3389/fonc.2025.1531465,2349229052,False
202410.3389/fonc.2025.1531465,2348215666,False
202410.3389/fonc.2025.1531465,2348012936,False
202310.3389/fonc.2025.1531465,2335088745,True
202310.3389/fonc.2025.1531465,2348080160,False
202310.3389/fonc.2025.1531465,2335146575,False
202310.3389/fonc.2025.1531465,2349229052,False
202310.3389/fonc.2025.1531465,2348215666,False
202310.3389/fonc.2025.1531465,2348012936,False
10.1093/ecco-jcc/jjab232.654,15076005,True
10.1093/ecco-jcc/jjab232.654,5351447,False
10.1093/ecco-jcc/jjab232.654,147625398,False
10.1093/ecco-jcc/jjab232.654,2342220021,False
10.1093/ecco-jcc/jjab232.654,5479315,False
10.1093/ecco-jcc/jjab232.654,6852018,False
10.1093/ecco-jcc/jjab232.654,46710243,False
10.1093/ecco-jcc/jjab232.654,4319936,False
10.1093/ecco-jcc/jjab232.654,6355099,False
10.1093/ecco-jcc/jjab232.654,146150577,False
10.1093/ecco-jcc/jjab232.654,4938703,False
10.1093/ecco-jcc/jjab232.654,46331271,False
10.1093/ecco-jcc/jjab232.654,34996349,False
10.1093/ecco-jcc/jjab232.654,67021408,False
10.1093/ecco-jcc/jjab232.654,145838284,False
10.1093/ecco-jcc/jjab232.654,40024627,False
202110.1093/ecco-jcc/jjab232.654,15076005,True
202110.1093/ecco-jcc/jjab232.654,5351447,False
202110.1093/ecco-jcc/jjab232.654,147625398,False
202110.1093/ecco-jcc/jjab232.654,2342220021,False
202110.1093/ecco-jcc/jjab232.654,5479315,False
202110.1093/ecco-jcc/jjab232.654,6852018,False
202110.1093/ecco-jcc/jjab232.654,46710243,False
202110.1093/ecco-jcc/jjab232.654,4319936,False
202110.1093/ecco-jcc/jjab232.654,6355099,False
202110.1093/ecco-jcc/jjab232.654,146150577,False
202110.1093/ecco-jcc/jjab232.654,4938703,False
202110.1093/ecco-jcc/jjab232.654,46331271,False
202110.1093/ecco-jcc/jjab232.654,34996349,False
202110.1093/ecco-jcc/jjab232.654,67021408,False
202110.1093/ecco-jcc/jjab232.654,145838284,False
202110.1093/ecco-jcc/jjab232.654,40024627,False
202010.1093/ecco-jcc/jjab232.654,15076005,True
202010.1093/ecco-jcc/jjab232.654,5351447,False
202010.1093/ecco-jcc/jjab232.654,147625398,False
202010.1093/ecco-jcc/jjab232.654,2342220021,False
202010.1093/ecco-jcc/jjab232.654,5479315,False
202010.1093/ecco-jcc/jjab232.654,6852018,False
202010.1093/ecco-jcc/jjab232.654,46710243,False
202010.1093/ecco-jcc/jjab232.654,4319936,False
202010.1093/ecco-jcc/jjab232.654,6355099,False
202010.1093/ecco-jcc/jjab232.654,146150577,False
202010.1093/ecco-jcc/jjab232.654,4938703,False
202010.1093/ecco-jcc/jjab232.654,46331271,False
202010.1093/ecco-jcc/jjab232.654,34996349,False
202010.1093/ecco-jcc/jjab232.654,67021408,False
202010.1093/ecco-jcc/jjab232.654,145838284,False
202010.1093/ecco-jcc/jjab232.654,40024627,False
10.4103/jmss.jmss_47_23,2333739705,True
10.4103/jmss.jmss_47_23,2333741325,False
10.4103/jmss.jmss_47_23,5962535,False
10.4103/jmss.jmss_47_23,147414513,False
10.4103/jmss.jmss_47_23,2308773186,False
202310.4103/jmss.jmss_47_23,2333739705,True
202310.4103/jmss.jmss_47_23,2333741325,False
202310.4103/jmss.jmss_47_23,5962535,False
202310.4103/jmss.jmss_47_23,147414513,False
202310.4103/jmss.jmss_47_23,2308773186,False
202210.4103/jmss.jmss_47_23,2333739705,True
