DOI,Author_ID,Corresponding
10.3390/en17040925,66925799.0,True
10.3390/en17040925,2069468721.0,False
10.3390/en17040925,31051246.0,False
10.3390/en17040925,2284527869.0,False
202310.3390/en17040925,66925799.0,True
202310.3390/en17040925,2069468721.0,False
202310.3390/en17040925,31051246.0,False
202310.3390/en17040925,2284527869.0,False
202210.3390/en17040925,66925799.0,True
202210.3390/en17040925,2069468721.0,False
202210.3390/en17040925,31051246.0,False
202210.3390/en17040925,2284527869.0,False
10.2196/41566,31717083.0,True
10.2196/41566,22471662.0,False
10.2196/41566,118576023.0,False
10.2196/41566,6383773.0,False
202010.2196/41566,31717083.0,True
202010.2196/41566,22471662.0,False
202010.2196/41566,118576023.0,False
202010.2196/41566,6383773.0,False
201910.2196/41566,31717083.0,True
201910.2196/41566,22471662.0,False
201910.2196/41566,118576023.0,False
201910.2196/41566,6383773.0,False
10.1109/ICCNS58795.2023.10193141,2085549408.0,True
10.1109/ICCNS58795.2023.10193141,2165796912.0,False
202210.1109/ICCNS58795.2023.10193141,2085549408.0,True
202210.1109/ICCNS58795.2023.10193141,2165796912.0,False
202110.1109/ICCNS58795.2023.10193141,2085549408.0,True
202110.1109/ICCNS58795.2023.10193141,2165796912.0,False
202010.1109/ICCNS58795.2023.10193141,2085549408.0,True
202010.1109/ICCNS58795.2023.10193141,2165796912.0,False
201910.1109/ICCNS58795.2023.10193141,2085549408.0,True
201910.1109/ICCNS58795.2023.10193141,2165796912.0,False
10.1021/acs.jpca.4c08170,2284237316.0,True
10.1021/acs.jpca.4c08170,2338003496.0,False
10.1021/acs.jpca.4c08170,38787372.0,False
202310.1021/acs.jpca.4c08170,2284237316.0,True
202310.1021/acs.jpca.4c08170,2338003496.0,False
202310.1021/acs.jpca.4c08170,38787372.0,False
202210.1021/acs.jpca.4c08170,2284237316.0,True
202210.1021/acs.jpca.4c08170,2338003496.0,False
202210.1021/acs.jpca.4c08170,38787372.0,False
10.1155/2022/9248853,2058044165.0,True
202110.1155/2022/9248853,2058044165.0,True
202010.1155/2022/9248853,2058044165.0,True
10.1109/TSMC.1986.289318,40660777.0,True
10.1109/TSMC.1986.289318,1519028170.0,False
198510.1109/TSMC.1986.289318,40660777.0,True
198510.1109/TSMC.1986.289318,1519028170.0,False
198410.1109/TSMC.1986.289318,40660777.0,True
198410.1109/TSMC.1986.289318,1519028170.0,False
10.1109/ICIET57285.2023.10220929,2233494639.0,True
10.1109/ICIET57285.2023.10220929,2075217459.0,False
10.1109/ICIET57285.2023.10220929,2233502815.0,False
10.1109/ICIET57285.2023.10220929,2233500882.0,False
10.1109/ICIET57285.2023.10220929,2233500875.0,False
10.1109/ICIET57285.2023.10220929,2170117136.0,False
10.1109/ICIET57285.2023.10220929,2233501784.0,False
202210.1109/ICIET57285.2023.10220929,2233494639.0,True
202210.1109/ICIET57285.2023.10220929,2075217459.0,False
202210.1109/ICIET57285.2023.10220929,2233502815.0,False
202210.1109/ICIET57285.2023.10220929,2233500882.0,False
202210.1109/ICIET57285.2023.10220929,2233500875.0,False
202210.1109/ICIET57285.2023.10220929,2170117136.0,False
202210.1109/ICIET57285.2023.10220929,2233501784.0,False
202110.1109/ICIET57285.2023.10220929,2233494639.0,True
202110.1109/ICIET57285.2023.10220929,2075217459.0,False
202110.1109/ICIET57285.2023.10220929,2233502815.0,False
202110.1109/ICIET57285.2023.10220929,2233500882.0,False
202110.1109/ICIET57285.2023.10220929,2233500875.0,False
202110.1109/ICIET57285.2023.10220929,2170117136.0,False
202110.1109/ICIET57285.2023.10220929,2233501784.0,False
202010.1109/ICIET57285.2023.10220929,2233494639.0,True
202010.1109/ICIET57285.2023.10220929,2075217459.0,False
202010.1109/ICIET57285.2023.10220929,2233502815.0,False
202010.1109/ICIET57285.2023.10220929,2233500882.0,False
202010.1109/ICIET57285.2023.10220929,2233500875.0,False
202010.1109/ICIET57285.2023.10220929,2170117136.0,False
